answer,pct,pollster,methodology,population,population_full,sample_size,numeric_grade,pollscore,party,transparency_score,end_date
Harris,48,InsiderAdvantage,Text,lv,lv,800,2,-0.3,DEM,5,10/9/24
Trump,48,InsiderAdvantage,Text,lv,lv,800,2,-0.3,REP,5,10/9/24
Harris,47,Redfield & Wilton Strategies,Online Panel,lv,lv,608,1.8,0.4,DEM,9,10/9/24
Trump,48,Redfield & Wilton Strategies,Online Panel,lv,lv,608,1.8,0.4,REP,9,10/9/24
Oliver,1,Redfield & Wilton Strategies,Online Panel,lv,lv,608,1.8,0.4,LIB,9,10/9/24
Stein,1,Redfield & Wilton Strategies,Online Panel,lv,lv,608,1.8,0.4,GRE,9,10/9/24
Harris,46,Redfield & Wilton Strategies,Online Panel,lv,lv,707,1.8,0.4,DEM,9,10/9/24
Trump,48,Redfield & Wilton Strategies,Online Panel,lv,lv,707,1.8,0.4,REP,9,10/9/24
Oliver,1,Redfield & Wilton Strategies,Online Panel,lv,lv,707,1.8,0.4,LIB,9,10/9/24
Stein,0,Redfield & Wilton Strategies,Online Panel,lv,lv,707,1.8,0.4,GRE,9,10/9/24
Harris,43,Alaska Survey Research,Text-to-Web,lv,lv,1254,1.9,-0.1,DEM,7,10/9/24
Trump,50,Alaska Survey Research,Text-to-Web,lv,lv,1254,1.9,-0.1,REP,7,10/9/24
Kennedy,7,Alaska Survey Research,Text-to-Web,lv,lv,1254,1.9,-0.1,IND,7,10/9/24
Harris,46,Alaska Survey Research,Text-to-Web,lv,lv,1254,1.9,-0.1,DEM,7,10/9/24
Trump,54,Alaska Survey Research,Text-to-Web,lv,lv,1254,1.9,-0.1,REP,7,10/9/24
Harris,49.2,TIPP,Online Panel,rv,rv,1079,1.8,-0.4,DEM,3,10/9/24
Trump,45.3,TIPP,Online Panel,rv,rv,1079,1.8,-0.4,REP,3,10/9/24
Harris,47.5,TIPP,Online Panel,lv,lv,803,1.8,-0.4,DEM,3,10/9/24
Trump,48.9,TIPP,Online Panel,lv,lv,803,1.8,-0.4,REP,3,10/9/24
Harris,48.5,TIPP,Online Panel,rv,rv,1079,1.8,-0.4,DEM,3,10/9/24
Trump,44.9,TIPP,Online Panel,rv,rv,1079,1.8,-0.4,REP,3,10/9/24
West,1.3,TIPP,Online Panel,rv,rv,1079,1.8,-0.4,IND,3,10/9/24
Stein,0.5,TIPP,Online Panel,rv,rv,1079,1.8,-0.4,GRE,3,10/9/24
Harris,48.3,TIPP,Online Panel,lv,lv,803,1.8,-0.4,DEM,3,10/9/24
Trump,49,TIPP,Online Panel,lv,lv,803,1.8,-0.4,REP,3,10/9/24
West,1.3,TIPP,Online Panel,lv,lv,803,1.8,-0.4,IND,3,10/9/24
Stein,0.2,TIPP,Online Panel,lv,lv,803,1.8,-0.4,GRE,3,10/9/24
Harris,50,Morning Consult,Online Panel,lv,lv,10188,1.9,-0.3,DEM,3,10/9/24
Trump,46,Morning Consult,Online Panel,lv,lv,10188,1.9,-0.3,REP,3,10/9/24
Harris,46,University of Massachusetts Lowell/YouGov,Online Panel,lv,lv,800,2.9,-1,DEM,9,10/9/24
Trump,45,University of Massachusetts Lowell/YouGov,Online Panel,lv,lv,800,2.9,-1,REP,9,10/9/24
Stein,1,University of Massachusetts Lowell/YouGov,Online Panel,lv,lv,800,2.9,-1,GRE,9,10/9/24
Oliver,0,University of Massachusetts Lowell/YouGov,Online Panel,lv,lv,800,2.9,-1,LIB,9,10/9/24
Harris,47,InsiderAdvantage,Text,lv,lv,800,2,-0.3,DEM,5,10/8/24
Trump,49,InsiderAdvantage,Text,lv,lv,800,2,-0.3,REP,5,10/8/24
Harris,44.9,Trafalgar Group,IVR/Live Phone/Text/Online Panel/Email,lv,lv,1089,0.7,0.6,DEM,4,10/8/24
Trump,46.2,Trafalgar Group,IVR/Live Phone/Text/Online Panel/Email,lv,lv,1089,0.7,0.6,REP,4,10/8/24
Harris,49,co/efficient,IVR/Text,lv,lv,2180,1.1,0.3,DEM,5,10/8/24
Trump,47,co/efficient,IVR/Text,lv,lv,2180,1.1,0.3,REP,5,10/8/24
Harris,50,Morning Consult,Online Panel,lv,lv,10812,1.9,-0.3,DEM,3,10/8/24
Trump,46,Morning Consult,Online Panel,lv,lv,10812,1.9,-0.3,REP,3,10/8/24
Harris,48.2,Emerson,IVR/Online Panel/Text-to-Web,lv,lv,1000,2.9,-1.1,DEM,7,10/8/24
Trump,50.5,Emerson,IVR/Online Panel/Text-to-Web,lv,lv,1000,2.9,-1.1,REP,7,10/8/24
Harris,49.8,Emerson,IVR/Online Panel/Text-to-Web,lv,lv,1000,2.9,-1.1,DEM,7,10/8/24
Trump,49.7,Emerson,IVR/Online Panel/Text-to-Web,lv,lv,1000,2.9,-1.1,REP,7,10/8/24
Harris,49.7,Emerson,IVR/Online Panel/Text-to-Web,lv,lv,950,2.9,-1.1,DEM,7,10/8/24
Trump,49.6,Emerson,IVR/Online Panel/Text-to-Web,lv,lv,950,2.9,-1.1,REP,7,10/8/24
Harris,49.2,Emerson,IVR/Online Panel/Text-to-Web,lv,lv,900,2.9,-1.1,DEM,7,10/8/24
Trump,48.1,Emerson,IVR/Online Panel/Text-to-Web,lv,lv,900,2.9,-1.1,REP,7,10/8/24
Harris,49,Emerson,IVR/Online Panel/Text-to-Web,lv,lv,1000,2.9,-1.1,DEM,7,10/8/24
Trump,49.9,Emerson,IVR/Online Panel/Text-to-Web,lv,lv,1000,2.9,-1.1,REP,7,10/8/24
Harris,49,Emerson,IVR/Online Panel/Text-to-Web,lv,lv,1000,2.9,-1.1,DEM,7,10/8/24
Trump,49.7,Emerson,IVR/Online Panel/Text-to-Web,lv,lv,1000,2.9,-1.1,REP,7,10/8/24
Harris,49.2,Emerson,IVR/Online Panel/Text-to-Web,lv,lv,1000,2.9,-1.1,DEM,7,10/8/24
Trump,49.9,Emerson,IVR/Online Panel/Text-to-Web,lv,lv,1000,2.9,-1.1,REP,7,10/8/24
Harris,39,Siena/NYT,Live Phone,rv,rv,656,3,-1.5,DEM,9,10/8/24
Trump,57,Siena/NYT,Live Phone,rv,rv,656,3,-1.5,REP,9,10/8/24
Harris,38,Siena/NYT,Live Phone,rv,rv,656,3,-1.5,DEM,9,10/8/24
Trump,56,Siena/NYT,Live Phone,rv,rv,656,3,-1.5,REP,9,10/8/24
Stein,0,Siena/NYT,Live Phone,rv,rv,656,3,-1.5,GRE,9,10/8/24
Oliver,0,Siena/NYT,Live Phone,rv,rv,656,3,-1.5,LIB,9,10/8/24
Harris,40,Siena/NYT,Live Phone,lv,lv,656,3,-1.5,DEM,9,10/8/24
Trump,57,Siena/NYT,Live Phone,lv,lv,656,3,-1.5,REP,9,10/8/24
Harris,39,Siena/NYT,Live Phone,lv,lv,656,3,-1.5,DEM,9,10/8/24
Trump,56,Siena/NYT,Live Phone,lv,lv,656,3,-1.5,REP,9,10/8/24
Stein,0,Siena/NYT,Live Phone,lv,lv,656,3,-1.5,GRE,9,10/8/24
Oliver,0,Siena/NYT,Live Phone,lv,lv,656,3,-1.5,LIB,9,10/8/24
Harris,47,J.L. Partners,Live Phone/Online Panel/Text-to-Web,lv,lv,800,1.6,0.2,DEM,6,10/8/24
Trump,47,J.L. Partners,Live Phone/Online Panel/Text-to-Web,lv,lv,800,1.6,0.2,REP,6,10/8/24
Oliver,1,J.L. Partners,Live Phone/Online Panel/Text-to-Web,lv,lv,800,1.6,0.2,LIB,6,10/8/24
Stein,1,J.L. Partners,Live Phone/Online Panel/Text-to-Web,lv,lv,800,1.6,0.2,GRE,6,10/8/24
Harris,44,Tarrance,Live Phone/Text-to-Web,rv,rv,818,1.6,-0.4,DEM,1,10/8/24
Trump,51,Tarrance,Live Phone/Text-to-Web,rv,rv,818,1.6,-0.4,REP,1,10/8/24
Harris,46,Hart/POS,Live Phone,rv,rv,1000,2.6,-0.7,DEM,4,10/8/24
Trump,47,Hart/POS,Live Phone,rv,rv,1000,2.6,-0.7,REP,4,10/8/24
Kennedy,2,Hart/POS,Live Phone,rv,rv,1000,2.6,-0.7,IND,4,10/8/24
West,0,Hart/POS,Live Phone,rv,rv,1000,2.6,-0.7,IND,4,10/8/24
Stein,1,Hart/POS,Live Phone,rv,rv,1000,2.6,-0.7,GRE,4,10/8/24
Oliver,1,Hart/POS,Live Phone,rv,rv,1000,2.6,-0.7,LIB,4,10/8/24
Terry,0,Hart/POS,Live Phone,rv,rv,1000,2.6,-0.7,CON,4,10/8/24
Harris,48,Hart/POS,Live Phone,rv,rv,1000,2.6,-0.7,DEM,4,10/8/24
Trump,48,Hart/POS,Live Phone,rv,rv,1000,2.6,-0.7,REP,4,10/8/24
Harris,49,Ipsos,Probability Panel,a,a,2631,2.8,-0.9,DEM,9.5,10/8/24
Trump,48,Ipsos,Probability Panel,a,a,2631,2.8,-0.9,REP,9.5,10/8/24
West,0,Ipsos,Probability Panel,a,a,2631,2.8,-0.9,IND,9.5,10/8/24
Stein,1,Ipsos,Probability Panel,a,a,2631,2.8,-0.9,GRE,9.5,10/8/24
Oliver,1,Ipsos,Probability Panel,a,a,2631,2.8,-0.9,LIB,9.5,10/8/24
Harris,49,Ipsos,Probability Panel,rv,rv,2226,2.8,-0.9,DEM,9.5,10/8/24
Trump,47,Ipsos,Probability Panel,rv,rv,2226,2.8,-0.9,REP,9.5,10/8/24
West,0,Ipsos,Probability Panel,rv,rv,2226,2.8,-0.9,IND,9.5,10/8/24
Stein,1,Ipsos,Probability Panel,rv,rv,2226,2.8,-0.9,GRE,9.5,10/8/24
Oliver,1,Ipsos,Probability Panel,rv,rv,2226,2.8,-0.9,LIB,9.5,10/8/24
Harris,50,Ipsos,Probability Panel,lv,lv,1714,2.8,-0.9,DEM,9.5,10/8/24
Trump,48,Ipsos,Probability Panel,lv,lv,1714,2.8,-0.9,REP,9.5,10/8/24
West,0,Ipsos,Probability Panel,lv,lv,1714,2.8,-0.9,IND,9.5,10/8/24
Stein,0,Ipsos,Probability Panel,lv,lv,1714,2.8,-0.9,GRE,9.5,10/8/24
Oliver,1,Ipsos,Probability Panel,lv,lv,1714,2.8,-0.9,LIB,9.5,10/8/24
Harris,50,Ipsos,Probability Panel,a,a,2631,2.8,-0.9,DEM,9.5,10/8/24
Trump,49,Ipsos,Probability Panel,a,a,2631,2.8,-0.9,REP,9.5,10/8/24
Harris,50,Ipsos,Probability Panel,rv,rv,2226,2.8,-0.9,DEM,9.5,10/8/24
Trump,49,Ipsos,Probability Panel,rv,rv,2226,2.8,-0.9,REP,9.5,10/8/24
Harris,51,Ipsos,Probability Panel,lv,lv,1714,2.8,-0.9,DEM,9.5,10/8/24
Trump,48,Ipsos,Probability Panel,lv,lv,1714,2.8,-0.9,REP,9.5,10/8/24
Harris,38,Change Research,Text-to-Web/Online Ad,lv,lv,895,1.4,0.6,DEM,5,10/8/24
Trump,58,Change Research,Text-to-Web/Online Ad,lv,lv,895,1.4,0.6,REP,5,10/8/24
Harris,46,Fabrizio/Impact,Live Phone/Text-to-Web,lv,lv,600,1.7,-0.3,DEM,2,10/8/24
Trump,46,Fabrizio/Impact,Live Phone/Text-to-Web,lv,lv,600,1.7,-0.3,REP,2,10/8/24
Kennedy,3,Fabrizio/Impact,Live Phone/Text-to-Web,lv,lv,600,1.7,-0.3,IND,2,10/8/24
Stein,1,Fabrizio/Impact,Live Phone/Text-to-Web,lv,lv,600,1.7,-0.3,GRE,2,10/8/24
Oliver,0,Fabrizio/Impact,Live Phone/Text-to-Web,lv,lv,600,1.7,-0.3,LIB,2,10/8/24
West,0,Fabrizio/Impact,Live Phone/Text-to-Web,lv,lv,600,1.7,-0.3,IND,2,10/8/24
Harris,48,Fabrizio/Impact,Live Phone/Text-to-Web,lv,lv,600,1.7,-0.3,DEM,2,10/8/24
Trump,49,Fabrizio/Impact,Live Phone/Text-to-Web,lv,lv,600,1.7,-0.3,REP,2,10/8/24
Harris,47,YouGov,Online Panel,rv,rv,1414,3,-1.1,DEM,9,10/7/24
Trump,44,YouGov,Online Panel,rv,rv,1414,3,-1.1,REP,9,10/7/24
Stein,1,YouGov,Online Panel,rv,rv,1414,3,-1.1,GRE,9,10/7/24
West,0,YouGov,Online Panel,rv,rv,1414,3,-1.1,IND,9,10/7/24
Harris,49,YouGov,Online Panel,lv,lv,1230,3,-1.1,DEM,9,10/7/24
Trump,45,YouGov,Online Panel,lv,lv,1230,3,-1.1,REP,9,10/7/24
Stein,1,YouGov,Online Panel,lv,lv,1230,3,-1.1,GRE,9,10/7/24
West,0,YouGov,Online Panel,lv,lv,1230,3,-1.1,IND,9,10/7/24
Harris,51,Research Co.,Online Panel,lv,lv,450,2.4,-0.5,DEM,6,10/7/24
Trump,48,Research Co.,Online Panel,lv,lv,450,2.4,-0.5,REP,6,10/7/24
Harris,50,Research Co.,Online Panel,lv,lv,450,2.4,-0.5,DEM,6,10/7/24
Trump,49,Research Co.,Online Panel,lv,lv,450,2.4,-0.5,REP,6,10/7/24
Harris,50,Research Co.,Online Panel,lv,lv,450,2.4,-0.5,DEM,6,10/7/24
Trump,48,Research Co.,Online Panel,lv,lv,450,2.4,-0.5,REP,6,10/7/24
Harris,51,Morning Consult,Online Panel,lv,lv,11739,1.9,-0.3,DEM,3,10/7/24
Trump,45,Morning Consult,Online Panel,lv,lv,11739,1.9,-0.3,REP,3,10/7/24
Harris,42,Ipsos,Probability Panel,a,a,1272,2.8,-0.9,DEM,9.5,10/7/24
Trump,38,Ipsos,Probability Panel,a,a,1272,2.8,-0.9,REP,9.5,10/7/24
Harris,46,Ipsos,Probability Panel,rv,rv,1076,2.8,-0.9,DEM,9.5,10/7/24
Trump,43,Ipsos,Probability Panel,rv,rv,1076,2.8,-0.9,REP,9.5,10/7/24
Harris,47,Ipsos,Probability Panel,lv,lv,1076,2.8,-0.9,DEM,9.5,10/7/24
Trump,45,Ipsos,Probability Panel,lv,lv,1076,2.8,-0.9,REP,9.5,10/7/24
Harris,48,Ipsos,Probability Panel,a,a,1272,2.8,-0.9,DEM,9.5,10/7/24
Trump,47,Ipsos,Probability Panel,a,a,1272,2.8,-0.9,REP,9.5,10/7/24
Harris,50,Ipsos,Probability Panel,rv,rv,1076,2.8,-0.9,DEM,9.5,10/7/24
Trump,48,Ipsos,Probability Panel,rv,rv,1076,2.8,-0.9,REP,9.5,10/7/24
Harris,51,Ipsos,Probability Panel,lv,lv,1076,2.8,-0.9,DEM,9.5,10/7/24
Trump,49,Ipsos,Probability Panel,lv,lv,1076,2.8,-0.9,REP,9.5,10/7/24
Harris,47,Quinnipiac,Live Phone,lv,lv,1007,2.8,-0.5,DEM,9,10/7/24
Trump,50,Quinnipiac,Live Phone,lv,lv,1007,2.8,-0.5,REP,9,10/7/24
Stein,0,Quinnipiac,Live Phone,lv,lv,1007,2.8,-0.5,GRE,9,10/7/24
Oliver,1,Quinnipiac,Live Phone,lv,lv,1007,2.8,-0.5,LIB,9,10/7/24
West,1,Quinnipiac,Live Phone,lv,lv,1007,2.8,-0.5,IND,9,10/7/24
Terry,0,Quinnipiac,Live Phone,lv,lv,1007,2.8,-0.5,CON,9,10/7/24
Harris,47,Quinnipiac,Live Phone,lv,lv,1007,2.8,-0.5,DEM,9,10/7/24
Trump,51,Quinnipiac,Live Phone,lv,lv,1007,2.8,-0.5,REP,9,10/7/24
Harris,49,Quinnipiac,Live Phone,lv,lv,1412,2.8,-0.5,DEM,9,10/7/24
Trump,46,Quinnipiac,Live Phone,lv,lv,1412,2.8,-0.5,REP,9,10/7/24
Stein,1,Quinnipiac,Live Phone,lv,lv,1412,2.8,-0.5,GRE,9,10/7/24
Oliver,1,Quinnipiac,Live Phone,lv,lv,1412,2.8,-0.5,LIB,9,10/7/24
Harris,49,Quinnipiac,Live Phone,lv,lv,1412,2.8,-0.5,DEM,9,10/7/24
Trump,47,Quinnipiac,Live Phone,lv,lv,1412,2.8,-0.5,REP,9,10/7/24
Harris,46,Quinnipiac,Live Phone,lv,lv,1073,2.8,-0.5,DEM,9,10/7/24
Trump,48,Quinnipiac,Live Phone,lv,lv,1073,2.8,-0.5,REP,9,10/7/24
Stein,1,Quinnipiac,Live Phone,lv,lv,1073,2.8,-0.5,GRE,9,10/7/24
Oliver,1,Quinnipiac,Live Phone,lv,lv,1073,2.8,-0.5,LIB,9,10/7/24
West,0,Quinnipiac,Live Phone,lv,lv,1073,2.8,-0.5,IND,9,10/7/24
Terry,0,Quinnipiac,Live Phone,lv,lv,1073,2.8,-0.5,CON,9,10/7/24
De la Cruz,0,Quinnipiac,Live Phone,lv,lv,1073,2.8,-0.5,PSL,9,10/7/24
Harris,47,Quinnipiac,Live Phone,lv,lv,1073,2.8,-0.5,DEM,9,10/7/24
Trump,49,Quinnipiac,Live Phone,lv,lv,1073,2.8,-0.5,REP,9,10/7/24
Harris,47,Marist,Live Phone/Online Panel/Text-to-Web,lv,lv,1257,2.9,-0.9,DEM,9,10/7/24
Trump,51,Marist,Live Phone/Online Panel/Text-to-Web,lv,lv,1257,2.9,-0.9,REP,9,10/7/24
Harris,47,Marist,Live Phone/Online Panel/Text-to-Web,rv,rv,1410,2.9,-0.9,DEM,9,10/7/24
Trump,51,Marist,Live Phone/Online Panel/Text-to-Web,rv,rv,1410,2.9,-0.9,REP,9,10/7/24
Harris,46,Marist,Live Phone/Online Panel/Text-to-Web,rv,rv,1365,2.9,-0.9,DEM,9,10/7/24
Trump,52,Marist,Live Phone/Online Panel/Text-to-Web,rv,rv,1365,2.9,-0.9,REP,9,10/7/24
Harris,46,Marist,Live Phone/Online Panel/Text-to-Web,lv,lv,1186,2.9,-0.9,DEM,9,10/7/24
Trump,53,Marist,Live Phone/Online Panel/Text-to-Web,lv,lv,1186,2.9,-0.9,REP,9,10/7/24
Harris,46,Marist,Live Phone/Online Panel/Text-to-Web,rv,rv,1511,2.9,-0.9,DEM,9,10/7/24
Trump,52,Marist,Live Phone/Online Panel/Text-to-Web,rv,rv,1511,2.9,-0.9,REP,9,10/7/24
Harris,46,Marist,Live Phone/Online Panel/Text-to-Web,lv,lv,1327,2.9,-0.9,DEM,9,10/7/24
Trump,52,Marist,Live Phone/Online Panel/Text-to-Web,lv,lv,1327,2.9,-0.9,REP,9,10/7/24
Harris,45,The Washington Post,Live Phone/Text-to-Web,lv,lv,1002,3,-1.2,DEM,9,10/7/24
Trump,51,The Washington Post,Live Phone/Text-to-Web,lv,lv,1002,3,-1.2,REP,9,10/7/24
Harris,44,The Washington Post,Live Phone/Text-to-Web,rv,rv,1002,3,-1.2,DEM,9,10/7/24
Trump,51,The Washington Post,Live Phone/Text-to-Web,rv,rv,1002,3,-1.2,REP,9,10/7/24
Harris,38,Noble Predictive Insights,Online Panel/Text-to-Web,lv,lv,539,2.4,-0.4,DEM,6,10/7/24
Trump,54,Noble Predictive Insights,Online Panel/Text-to-Web,lv,lv,539,2.4,-0.4,REP,6,10/7/24
Harris,36,Noble Predictive Insights,Online Panel/Text-to-Web,lv,lv,539,2.4,-0.4,DEM,6,10/7/24
Trump,54,Noble Predictive Insights,Online Panel/Text-to-Web,lv,lv,539,2.4,-0.4,REP,6,10/7/24
Skousen,0,Noble Predictive Insights,Online Panel/Text-to-Web,lv,lv,539,2.4,-0.4,CON,6,10/7/24
West,2,Noble Predictive Insights,Online Panel/Text-to-Web,lv,lv,539,2.4,-0.4,IND,6,10/7/24
Oliver,2,Noble Predictive Insights,Online Panel/Text-to-Web,lv,lv,539,2.4,-0.4,LIB,6,10/7/24
Stein,0,Noble Predictive Insights,Online Panel/Text-to-Web,lv,lv,539,2.4,-0.4,GRE,6,10/7/24
Harris,39,Noble Predictive Insights,Online Panel/Text-to-Web,rv,rv,600,2.4,-0.4,DEM,6,10/7/24
Trump,52,Noble Predictive Insights,Online Panel/Text-to-Web,rv,rv,600,2.4,-0.4,REP,6,10/7/24
Harris,37,Noble Predictive Insights,Online Panel/Text-to-Web,rv,rv,600,2.4,-0.4,DEM,6,10/7/24
Trump,51,Noble Predictive Insights,Online Panel/Text-to-Web,rv,rv,600,2.4,-0.4,REP,6,10/7/24
Skousen,0,Noble Predictive Insights,Online Panel/Text-to-Web,rv,rv,600,2.4,-0.4,CON,6,10/7/24
West,2,Noble Predictive Insights,Online Panel/Text-to-Web,rv,rv,600,2.4,-0.4,IND,6,10/7/24
Oliver,1,Noble Predictive Insights,Online Panel/Text-to-Web,rv,rv,600,2.4,-0.4,LIB,6,10/7/24
Stein,1,Noble Predictive Insights,Online Panel/Text-to-Web,rv,rv,600,2.4,-0.4,GRE,6,10/7/24
Harris,47.72,Redfield & Wilton Strategies,Online Panel,lv,lv,1918,1.8,0.4,DEM,9,10/6/24
Trump,45.99,Redfield & Wilton Strategies,Online Panel,lv,lv,1918,1.8,0.4,REP,9,10/6/24
Oliver,0.7,Redfield & Wilton Strategies,Online Panel,lv,lv,1918,1.8,0.4,LIB,9,10/6/24
Stein,0.52,Redfield & Wilton Strategies,Online Panel,lv,lv,1918,1.8,0.4,GRE,9,10/6/24
Harris,49,Research Co.,Online Panel,lv,lv,1001,2.4,-0.5,DEM,6,10/6/24
Trump,45,Research Co.,Online Panel,lv,lv,1001,2.4,-0.5,REP,6,10/6/24
Harris,51,Morning Consult,Online Panel,lv,lv,11353,1.9,-0.3,DEM,3,10/6/24
Trump,46,Morning Consult,Online Panel,lv,lv,11353,1.9,-0.3,REP,3,10/6/24
Harris,48,Pew,Probability Panel,rv,rv,4025,2.5,-0.4,DEM,8,10/6/24
Trump,47,Pew,Probability Panel,rv,rv,4025,2.5,-0.4,REP,8,10/6/24
Kennedy,2,Pew,Probability Panel,rv,rv,4025,2.5,-0.4,IND,8,10/6/24
Oliver,1,Pew,Probability Panel,rv,rv,4025,2.5,-0.4,LIB,8,10/6/24
Stein,1,Pew,Probability Panel,rv,rv,4025,2.5,-0.4,GRE,8,10/6/24
West,0,Pew,Probability Panel,rv,rv,4025,2.5,-0.4,IND,8,10/6/24
Harris,50,Pew,Probability Panel,rv,rv,4025,2.5,-0.4,DEM,8,10/6/24
Trump,49,Pew,Probability Panel,rv,rv,4025,2.5,-0.4,REP,8,10/6/24
Harris,49,Siena/NYT,Live Phone,lv,lv,3385,3,-1.5,DEM,9,10/6/24
Trump,46,Siena/NYT,Live Phone,lv,lv,3385,3,-1.5,REP,9,10/6/24
Harris,47,Siena/NYT,Live Phone,lv,lv,3385,3,-1.5,DEM,9,10/6/24
Trump,44,Siena/NYT,Live Phone,lv,lv,3385,3,-1.5,REP,9,10/6/24
Stein,1,Siena/NYT,Live Phone,lv,lv,3385,3,-1.5,GRE,9,10/6/24
Oliver,1,Siena/NYT,Live Phone,lv,lv,3385,3,-1.5,LIB,9,10/6/24
Harris,41,Siena/NYT,Live Phone,lv,lv,622,3,-1.5,DEM,9,10/6/24
Trump,55,Siena/NYT,Live Phone,lv,lv,622,3,-1.5,REP,9,10/6/24
Harris,40,Siena/NYT,Live Phone,lv,lv,622,3,-1.5,DEM,9,10/6/24
Trump,53,Siena/NYT,Live Phone,lv,lv,622,3,-1.5,REP,9,10/6/24
Stein,0,Siena/NYT,Live Phone,lv,lv,622,3,-1.5,GRE,9,10/6/24
Oliver,0,Siena/NYT,Live Phone,lv,lv,622,3,-1.5,LIB,9,10/6/24
Harris,41,Siena/NYT,Live Phone,rv,rv,622,3,-1.5,DEM,9,10/6/24
Trump,54,Siena/NYT,Live Phone,rv,rv,622,3,-1.5,REP,9,10/6/24
Harris,40,Siena/NYT,Live Phone,rv,rv,622,3,-1.5,DEM,9,10/6/24
Trump,53,Siena/NYT,Live Phone,rv,rv,622,3,-1.5,REP,9,10/6/24
Stein,0,Siena/NYT,Live Phone,rv,rv,622,3,-1.5,GRE,9,10/6/24
Oliver,1,Siena/NYT,Live Phone,rv,rv,622,3,-1.5,LIB,9,10/6/24
Harris,51,Morning Consult,Online Panel,lv,lv,10844,1.9,-0.3,DEM,3,10/5/24
Trump,45,Morning Consult,Online Panel,lv,lv,10844,1.9,-0.3,REP,3,10/5/24
Harris,61.2,Suffolk,Live Phone,lv,lv,500,2.9,-1,DEM,8,10/5/24
Trump,32.2,Suffolk,Live Phone,lv,lv,500,2.9,-1,REP,8,10/5/24
Ayyadurai,0.8,Suffolk,Live Phone,lv,lv,500,2.9,-1,IND,8,10/5/24
De la Cruz,0.8,Suffolk,Live Phone,lv,lv,500,2.9,-1,PSL,8,10/5/24
Oliver,0.2,Suffolk,Live Phone,lv,lv,500,2.9,-1,LIB,8,10/5/24
Stein,1.2,Suffolk,Live Phone,lv,lv,500,2.9,-1,GRE,8,10/5/24
Harris,49,TIPP,Online Panel,lv,lv,997,1.8,-0.4,DEM,3,10/4/24
Trump,46,TIPP,Online Panel,lv,lv,997,1.8,-0.4,REP,3,10/4/24
Harris,48,TIPP,Online Panel,lv,lv,997,1.8,-0.4,DEM,3,10/4/24
Trump,45,TIPP,Online Panel,lv,lv,997,1.8,-0.4,REP,3,10/4/24
Kennedy,2,TIPP,Online Panel,lv,lv,997,1.8,-0.4,IND,3,10/4/24
West,0,TIPP,Online Panel,lv,lv,997,1.8,-0.4,IND,3,10/4/24
Stein,0,TIPP,Online Panel,lv,lv,997,1.8,-0.4,GRE,3,10/4/24
Harris,46,YouGov,Online Panel,rv,rv,1150,3,-1.1,DEM,9,10/4/24
Trump,45,YouGov,Online Panel,rv,rv,1150,3,-1.1,REP,9,10/4/24
West,1,YouGov,Online Panel,rv,rv,1150,3,-1.1,IND,9,10/4/24
Stein,1,YouGov,Online Panel,rv,rv,1150,3,-1.1,GRE,9,10/4/24
Oliver,1,YouGov,Online Panel,rv,rv,1150,3,-1.1,LIB,9,10/4/24
Harris,47,YouGov,Online Panel,lv,lv,1032,3,-1.1,DEM,9,10/4/24
Trump,47,YouGov,Online Panel,lv,lv,1032,3,-1.1,REP,9,10/4/24
West,1,YouGov,Online Panel,lv,lv,1032,3,-1.1,IND,9,10/4/24
Stein,1,YouGov,Online Panel,lv,lv,1032,3,-1.1,GRE,9,10/4/24
Oliver,1,YouGov,Online Panel,lv,lv,1032,3,-1.1,LIB,9,10/4/24
Harris,48,YouGov,Online Panel,rv,rv,1151,3,-1.1,DEM,9,10/4/24
Trump,46,YouGov,Online Panel,rv,rv,1151,3,-1.1,REP,9,10/4/24
Harris,48,YouGov,Online Panel,lv,lv,1033,3,-1.1,DEM,9,10/4/24
Trump,47,YouGov,Online Panel,lv,lv,1033,3,-1.1,REP,9,10/4/24
Harris,44.5,Big Village,Online Panel,a,a,1013,1.2,1.7,DEM,9,10/4/24
Trump,41.5,Big Village,Online Panel,a,a,1013,1.2,1.7,REP,9,10/4/24
Harris,48.7,Big Village,Online Panel,rv,rv,841,1.2,1.7,DEM,9,10/4/24
Trump,44.6,Big Village,Online Panel,rv,rv,841,1.2,1.7,REP,9,10/4/24
Harris,49.9,Big Village,Online Panel,lv,lv,755,1.2,1.7,DEM,9,10/4/24
Trump,46.4,Big Village,Online Panel,lv,lv,755,1.2,1.7,REP,9,10/4/24
Harris,51,Morning Consult,Online Panel,lv,lv,10454,1.9,-0.3,DEM,3,10/4/24
Trump,45,Morning Consult,Online Panel,lv,lv,10454,1.9,-0.3,REP,3,10/4/24
Harris,49,Noble Predictive Insights,Online Panel,lv,lv,2290,2.4,-0.4,DEM,6,10/4/24
Trump,46,Noble Predictive Insights,Online Panel,lv,lv,2290,2.4,-0.4,REP,6,10/4/24
Oliver,0,Noble Predictive Insights,Online Panel,lv,lv,2290,2.4,-0.4,LIB,6,10/4/24
Stein,1,Noble Predictive Insights,Online Panel,lv,lv,2290,2.4,-0.4,GRE,6,10/4/24
Harris,49,Noble Predictive Insights,Online Panel,lv,lv,2290,2.4,-0.4,DEM,6,10/4/24
Trump,47,Noble Predictive Insights,Online Panel,lv,lv,2290,2.4,-0.4,REP,6,10/4/24
