Poll_ID,Pollster,PollScore,Sample_Size,Party,PCT,Answer
55282,Peak Insights,-0.2,8137,IND,47,Biden
31022,Gonzales Research & Media Services,-0.1,9975,UNK,44,Trump
63258,North Star Opinion Research,-0.8,22342,DEM,51,Whitmer
41159,Blueprint Polling,-1.3,10590,UNK,44,Biden
67354,University of Houston/Texas Southern University,0.7,9123,GRE,46,Biden
70357,Bullfinch,-1.1,498,DEM,54,Trump
1517,High Point University,0.6,18874,PSL,43,Trump
63427,SurveyMonkey,0.4,21286,IND,42,Harris
88462,The Tyson Group,-1.2,7662,REP,42,Haley
67063,PPIC,-0.6,19735,DEM,56,West
81567,Noble Predictive Insights,0.4,206,GRE,39,Harris
25310,Praecones Analytica,-0.6,25323,UNK,49,Biden
71231,Victory Insights,-1,18248,DEM,46,Biden
84930,Big Data Poll,0.2,917,REP,49,Harris
21183,Digital Research,-0.1,1493,REP,58,Sununu
11901,Torchlight Strategies,-1.3,14193,OTH,64,Biden
22859,Texas Hispanic Policy Foundation,1.7,5955,DEM,42,Harris
22750,Civiqs,1.7,19775,GRE,51,West
21987,University of Delaware,-0.3,17868,DEM,39,Trump
85873,UMBC,-0.1,923,UNK,45,Biden
11798,Echelon Insights/GBAO,0,18271,OTH,41,Trump
82496,1983 Labs,0.4,11215,PSL,47,Kennedy
25072,Trafalgar Group,-0.7,7998,UNK,49,Stein
9035,Zogby,-0.3,19253,PSL,52,Harris
5637,Target Insyght,-0.6,1382,UNK,57,Trump
87459,Selzer,-0.7,15155,GRE,49,Trump
7257,AtlasIntel,-1.5,437,CON,44,Biden
88684,Capitol Weekly,-0.2,8290,LIB,59,Trump
48353,PureSpectrum,-0.8,12079,DEM,43,Biden
88741,GS Strategy Group,0.4,21481,REP,57,Trump
54555,Prime Group,0,13123,CON,35,Trump
63916,Spry Strategies,-0.6,24756,OTH,44,Harris
52395,Probolsky Research,1.6,8497,REP,46,Stein
56275,ActiVote,0.6,18797,CON,46,Biden
80735,Quinnipiac,-0.5,15481,REP,49,West
75139,Angus Reid,0.3,11158,UNK,51,Biden
32146,Arc Insights,-1.5,19556,OTH,47,Biden
21831,Muhlenberg,-1.2,7109,PSL,63,Biden
51995,Bendixen & Amandi International,-0.9,6960,REP,46,Trump
3413,U. Rhode Island,-1,24489,UNK,61,Trump
9267,KAConsulting LLC,-1.1,17059,UNK,44,Stein
31399,J.L. Partners,-0.1,17269,DEM,59,Trump
38391,John Zogby Strategies,1.7,13250,DEM,48,Harris
35895,Strategies 360,-0.7,21153,IND,46,Kennedy
4198,Fabrizio/McLaughlin,0.6,12702,IND,51,Trump
54139,ABC/Washington Post,-1.5,24335,LIB,36,Biden
68946,McLaughlin,-0.9,21170,GRE,55,Trump
67216,Trafalgar Group,-0.5,23361,OTH,52,Stein
44281,Hendrix College,-0.7,477,UNK,49,Biden
25095,Muhlenberg,0.2,6078,OTH,61,Kennedy
78199,Cygnal/Aspect Strategic,1.7,6469,REP,48,Biden
56854,Premise,0.7,25739,GRE,42,Trump
52832,PPIC,-0.9,22033,DEM,54,Oliver
87130,Pan Atlantic Research,-0.1,8626,GRE,53,Trump
49786,SurveyUSA,0.4,2222,GRE,48,Haley
19470,Metropolitan Research,0.4,655,IND,54,Kennedy
73259,Zogby,0,13123,PSL,49,Biden
12262,Let's Preserve the American Dream,-0.1,26048,DEM,57,West
60511,Split Ticket/Data for Progress,-1.5,21639,PSL,49,Trump
20743,3W Insights,-0.3,4678,PSL,60,Biden
86961,Ipsos,-0.9,8758,UNK,54,Trump
13905,VCreek/AMG,0.6,6234,PSL,57,Biden
56143,Peak Insights,-1.1,9597,UNK,50,Biden
39899,East Carolina University,-1.1,3179,REP,47,Trump
81505,Suffolk,-0.4,15131,CON,64,Biden
78783,Fabrizio/McLaughlin,-0.7,25556,REP,45,Harris
29934,SoCal Research,0.4,19422,OTH,51,Biden
14945,RABA Research,-1.1,24028,UNK,51,Trump
11318,McLaughlin,0.4,14532,IND,51,Trump
70210,CNN/SSRS,1.6,1210,UNK,48,Biden
61025,WPAi,0.6,7819,PSL,43,Kennedy
71791,U. Georgia SPIA,-1,14091,CON,58,Trump
47127,MRG (Marketing Resource Group),0.3,6599,GRE,50,Ramaswamy
25560,Survey Center on American Life,-0.1,25925,UNK,41,Kennedy
77562,co/efficient,1.6,24963,CON,54,Trump
86341,Kaplan Strategies,-0.9,15998,DEM,46,Kennedy
75396,Causeway Solutions,-0.8,22806,DEM,47,Biden
12625,Digital Research,1.7,24034,IND,33,Trump
2050,Morning Consult,0.7,21800,OTH,58,Buttigieg
32678,BK Strategies,0.3,15221,UNK,56,Oliver
17999,Echelon Insights,-1.1,16993,REP,57,Biden
72162,Innovative Research Group,-0.2,18895,IND,42,Biden
66905,Fleming & Associates,NA,19922,REP,46,Kennedy
33643,AtlasIntel,0.7,19156,DEM,49,Kennedy
41092,Schoen Cooperman,-0.3,17243,GRE,47,Harris
74288,Quinnipiac,-1.1,8633,CON,57,Biden
65566,ActiVote,0.6,10967,LIB,50,Trump
17003,YouGov/Center for Working Class Politics,-0.7,6393,REP,45,Biden
450,Wick,-0.3,24867,CON,60,Biden
77500,Blueprint Polling,-0.4,725,LIB,54,Stein
82500,Fabrizio/Impact,-0.5,3534,GRE,55,Trump
